id,title,type,date,cve,cvss,base severity,cwe,epss,lien,description,editeur,produit,versions
CERTFR-2024-ALE-002,[MàJ] Multiples Vulnérabilités dans GitLab (12 janvier 2024),alerte,2024-01-12,CVE-2023-7028,10,CRITICAL,CWE-640: Weak Password Recovery Mechanism for Forgotten Password,0.939,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-002/,"An issue has been discovered in GitLab CE/EE affecting all versions from 16.1 prior to 16.1.6, 16.2 prior to 16.2.9, 16.3 prior to 16.3.7, 16.4 prior to 16.4.5, 16.5 prior to 16.5.6, 16.6 prior to 16.6.4, and 16.7 prior to 16.7.2 in which user account password reset emails could be delivered to an unverified email address.",GitLab,GitLab,"['16.1', '16.2', '16.3', '16.4', '16.5', '16.6', '16.7']"
CERTFR-2024-ALE-004,[MàJ] Vulnérabilité dans Fortinet FortiOS (09 février 2024),alerte,2024-02-09,CVE-2024-21762,9.6,CRITICAL,Execute unauthorized code or commands,0.92,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-004/,"A out-of-bounds write in Fortinet FortiOS versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.6, 7.0.0 through 7.0.13, 6.4.0 through 6.4.14, 6.2.0 through 6.2.15, 6.0.0 through 6.0.17, FortiProxy versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.8, 7.0.0 through 7.0.14, 2.0.0 through 2.0.13, 1.2.0 through 1.2.13, 1.1.0 through 1.1.6, 1.0.0 through 1.0.7 allows attacker to execute unauthorized code or commands via specifically crafted requests",Fortinet,FortiOS,"['7.4.0', '7.2.0', '7.0.0', '6.4.0', '6.2.0', '6.0.0']"
CERTFR-2024-ALE-005,[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),alerte,2024-02-15,CVE-2024-21413,9.8,CRITICAL,CWE-20: Improper Input Validation,0.937,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-005/,Microsoft Outlook Remote Code Execution Vulnerability,Microsoft,Microsoft Office 2016,['16.0.0']
CERTFR-2024-ALE-006,[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),alerte,2024-04-12,CVE-2024-3400,10,CRITICAL,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),0.943,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-006/,"A command injection as a result of arbitrary file creation vulnerability in the GlobalProtect feature of Palo Alto Networks PAN-OS software for specific PAN-OS versions and distinct feature configurations may enable an unauthenticated attacker to execute arbitrary code with root privileges on the firewall.

Cloud NGFW, Panorama appliances, and Prisma Access are not impacted by this vulnerability.",Palo Alto Networks,Prisma Access,[]
CERTFR-2024-ALE-007,Multiples vulnérabilités dans les produits Cisco (25 avril 2024),alerte,2024-04-25,CVE-2024-20353,8.6,HIGH,Loop with Unreachable Exit Condition ('Infinite Loop'),0.123,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,"A vulnerability in the management and VPN web servers for Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause the device to reload unexpectedly, resulting in a denial of service (DoS) condition.
 This vulnerability is due to incomplete error checking when parsing an HTTP header. An attacker could exploit this vulnerability by sending a crafted HTTP request to a targeted web server on a device. A successful exploit could allow the attacker to cause a DoS condition when the device reloads.",Cisco,Cisco Firepower Threat Defense Software,"['6.2.3', '6.2.3.1', '6.2.3.2', '6.2.3.3', '6.2.3.4', '6.2.3.5', '6.2.3.6', '6.2.3.7', '6.2.3.8', '6.2.3.10', '6.2.3.11', '6.2.3.9', '6.2.3.12', '6.2.3.13', '6.2.3.14', '6.2.3.15', '6.2.3.16', '6.2.3.17', '6.2.3.18', '6.6.0', '6.6.0.1', '6.6.1', '6.6.3', '6.6.4', '6.6.5', '6.6.5.1', '6.6.5.2', '6.6.7', '6.6.7.1', '6.4.0', '6.4.0.1', '6.4.0.3', '6.4.0.2', '6.4.0.4', '6.4.0.5', '6.4.0.6', '6.4.0.7', '6.4.0.8', '6.4.0.9', '6.4.0.10', '6.4.0.11', '6.4.0.12', '6.4.0.13', '6.4.0.14', '6.4.0.15', '6.4.0.16', '6.4.0.17', '6.7.0', '6.7.0.1', '6.7.0.2', '6.7.0.3', '7.0.0', '7.0.0.1', '7.0.1', '7.0.1.1', '7.0.2', '7.0.2.1', '7.0.3', '7.0.4', '7.0.5', '7.0.6', '7.0.6.1', '7.1.0', '7.1.0.1', '7.1.0.2', '7.1.0.3', '7.2.0', '7.2.0.1', '7.2.1', '7.2.2', '7.2.3', '7.2.4', '7.2.4.1', '7.2.5', '7.2.5.1', '7.3.0', '7.3.1', '7.3.1.1', '7.4.0', '7.4.1']"
CERTFR-2024-ALE-007,Multiples vulnérabilités dans les produits Cisco (25 avril 2024),alerte,2024-04-25,CVE-2024-20359,6,MEDIUM,Improper Control of Generation of Code ('Code Injection'),0.001,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,"A vulnerability in a legacy capability that allowed for the preloading of VPN clients and plug-ins and that has been available in Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an authenticated, local attacker to execute arbitrary code with root-level privileges. Administrator-level privileges are required to exploit this vulnerability.
 This vulnerability is due to improper validation of a file when it is read from system flash memory. An attacker could exploit this vulnerability by copying a crafted file to the disk0: file system of an affected device. A successful exploit could allow the attacker to execute arbitrary code on the affected device after the next reload of the device, which could alter system behavior. Because the injected code could persist across device reboots, Cisco has raised the Security Impact Rating (SIR) of this advisory from Medium to High.",Cisco,Cisco Firepower Threat Defense Software,"['6.2.3', '6.2.3.1', '6.2.3.2', '6.2.3.3', '6.2.3.4', '6.2.3.5', '6.2.3.6', '6.2.3.7', '6.2.3.8', '6.2.3.10', '6.2.3.11', '6.2.3.9', '6.2.3.12', '6.2.3.13', '6.2.3.14', '6.2.3.15', '6.2.3.16', '6.2.3.17', '6.2.3.18', '6.6.0', '6.6.0.1', '6.6.1', '6.6.3', '6.6.4', '6.6.5', '6.6.5.1', '6.6.5.2', '6.6.7', '6.6.7.1', '6.4.0', '6.4.0.1', '6.4.0.3', '6.4.0.2', '6.4.0.4', '6.4.0.5', '6.4.0.6', '6.4.0.7', '6.4.0.8', '6.4.0.9', '6.4.0.10', '6.4.0.11', '6.4.0.12', '6.4.0.13', '6.4.0.14', '6.4.0.15', '6.4.0.16', '6.4.0.17', '6.7.0', '6.7.0.1', '6.7.0.2', '6.7.0.3', '7.0.0', '7.0.0.1', '7.0.1', '7.0.1.1', '7.0.2', '7.0.2.1', '7.0.3', '7.0.4', '7.0.5', '7.0.6', '7.0.6.1', '7.1.0', '7.1.0.1', '7.1.0.2', '7.1.0.3', '7.2.0', '7.2.0.1', '7.2.1', '7.2.2', '7.2.3', '7.2.4', '7.2.4.1', '7.2.5', '7.2.5.1', '7.3.0', '7.3.1', '7.3.1.1', '7.4.0', '7.4.1']"
CERTFR-2024-ALE-008,[MàJ] Vulnérabilité dans les produits Check Point  (30 mai 2024),alerte,2024-05-30,CVE-2024-24919,8.6,HIGH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,0.944,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-008/,Potentially allowing an attacker to read certain information on Check Point Security Gateways once connected to the internet and enabled with remote Access VPN or Mobile Access Software Blades. A Security fix that mitigates this vulnerability is available.,checkpoint,"Check Point Quantum Gateway, Spark Gateway and CloudGuard Network","['Check Point Quantum Gateway and CloudGuard Network versions R81.20, R81.10, R81, R80.40 and Check Point Spark versions R81.10, R80.20.']"
CERTFR-2024-ALE-009,Vulnérabilité dans OpenSSH (01 juillet 2024),alerte,2024-07-01,CVE-2024-6387,Non disponible,Non disponible,Signal Handler Race Condition,0.553,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Red Hat,Red Hat Enterprise Linux 8,[]
CERTFR-2024-ALE-010,Multiples vulnérabilités dans Roundcube (09 août 2024),alerte,2024-08-09,CVE-2024-42009,Non disponible,Non disponible,Non disponible,0.729,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,A Cross-Site Scripting vulnerability in Roundcube through 1.5.7 and 1.6.x through 1.6.7 allows a remote attacker to steal and send emails of a victim via a crafted e-mail message that abuses a Desanitization issue in message_body() in program/actions/mail/show.php.,Non disponible,Non disponible,[]
CERTFR-2024-ALE-010,Multiples vulnérabilités dans Roundcube (09 août 2024),alerte,2024-08-09,CVE-2024-42008,Non disponible,Non disponible,Non disponible,0.042,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,A Cross-Site Scripting vulnerability in rcmail_action_mail_get->run() in Roundcube through 1.5.7 and 1.6.x through 1.6.7 allows a remote attacker to steal and send emails of a victim via a malicious e-mail attachment served with a dangerous Content-Type header.,Non disponible,Non disponible,[]
CERTFR-2024-ALE-010,Multiples vulnérabilités dans Roundcube (09 août 2024),alerte,2024-08-09,CVE-2024-42010,Non disponible,Non disponible,Non disponible,0.028,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,"mod_css_styles in Roundcube through 1.5.7 and 1.6.x through 1.6.7 insufficiently filters Cascading Style Sheets (CSS) token sequences in rendered e-mail messages, allowing a remote attacker to obtain sensitive information.",Non disponible,Non disponible,[]
CERTFR-2024-ALE-011,Vulnérabilité dans SonicWall (10 septembre 2024),alerte,2024-09-10,CVE-2024-40766,Non disponible,Non disponible,CWE-284 Improper Access Control,0.158,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-011/,"An improper access control vulnerability has been identified in the SonicWall SonicOS management access, potentially leading to unauthorized resource access and in specific conditions, causing the firewall to crash. This issue affects SonicWall Firewall Gen 5 and Gen 6 devices, as well as Gen 7 devices running SonicOS 7.0.1-5035 and older versions.",SonicWall,SonicOS,"['5.9.2.14-12o and older versions', '6.5.4.14-109n and older versions', '7.0.1-5035 and older versions']"
CERTFR-2024-ALE-012,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),alerte,2024-09-27,CVE-2024-47076,8.6,HIGH,CWE-20: Improper Input Validation,0.806,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,"CUPS is a standards-based, open-source printing system, and `libcupsfilters` contains the code of the filters of the former `cups-filters` package as library functions to be used for the data format conversion tasks needed in Printer Applications. The `cfGetPrinterAttributes5` function in `libcupsfilters` does not sanitize IPP attributes returned from an IPP server. When these IPP attributes are used, for instance, to generate a PPD file, this can lead to attacker controlled data to be provided to the rest of the CUPS system.",OpenPrinting,libcupsfilters,['<= 2.1b1']
CERTFR-2024-ALE-012,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),alerte,2024-09-27,CVE-2024-47177,Non disponible,Non disponible,Non disponible,Non disponible,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,Non disponible,Non disponible,Non disponible,[]
CERTFR-2024-ALE-012,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),alerte,2024-09-27,CVE-2024-47176,5.3,MEDIUM,CWE-1327: Binding to an Unrestricted IP Address,0.917,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,"CUPS is a standards-based, open-source printing system, and `cups-browsed` contains network printing functionality including, but not limited to, auto-discovering print services and shared printers. `cups-browsed` binds to `INADDR_ANY:631`, causing it to trust any packet from any source, and can cause the `Get-Printer-Attributes` IPP request to an attacker controlled URL. When combined with other vulnerabilities, such as CVE-2024-47076, CVE-2024-47175, and CVE-2024-47177, an attacker can execute arbitrary commands remotely on the target machine without authentication when a malicious printer is printed to.",OpenPrinting,cups-browsed,['<= 2.0.1']
CERTFR-2024-ALE-012,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),alerte,2024-09-27,CVE-2024-47175,8.6,HIGH,CWE-20: Improper Input Validation,0.288,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,"CUPS is a standards-based, open-source printing system, and `libppd` can be used for legacy PPD file support. The `libppd` function `ppdCreatePPDFromIPP2` does not sanitize IPP attributes when creating the PPD buffer. When used in combination with other functions such as `cfGetPrinterAttributes5`, can result in user controlled input and ultimately code execution via Foomatic. This vulnerability can be part of an exploit chain leading to remote code execution (RCE), as described in CVE-2024-47176.",OpenPrinting,libppd,['<= 2.1b1']
CERTFR-2024-ALE-013,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),alerte,2024-10-22,CVE-2024-9380,7.2,HIGH,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),0.83,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,An OS command injection vulnerability in the admin web console of Ivanti CSA before version 5.0.2 allows a remote authenticated attacker with admin privileges to obtain remote code execution.,Ivanti,CSA (Cloud Services Appliance),[]
CERTFR-2024-ALE-013,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),alerte,2024-10-22,CVE-2024-8963,9.4,CRITICAL,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),0.943,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,Path Traversal in the Ivanti CSA before 4.6 Patch 519 allows a remote unauthenticated attacker to access restricted functionality.,Ivanti,CSA (Cloud Services Appliance),[]
CERTFR-2024-ALE-013,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),alerte,2024-10-22,CVE-2024-8190,7.2,HIGH,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),0.919,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,An OS command injection vulnerability in Ivanti Cloud Services Appliance versions 4.6 Patch 518 and before allows a remote authenticated attacker to obtain remote code execution. The attacker must have admin level privileges to exploit this vulnerability.,Ivanti,CSA (Cloud Services Appliance),[]
CERTFR-2024-ALE-014,[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),alerte,2024-10-23,CVE-2024-50566,7.2,HIGH,Execute unauthorized code or commands,0.003,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-014/,"A improper neutralization of special elements used in an os command ('os command injection') in Fortinet FortiManager versions 7.6.0 through 7.6.1, versions 7.4.5 through 7.4.0, and versions 7.2.1 through 7.2.8, FortiManager Cloud versions 7.6.0 through 7.6.1, versions 7.4.0 through 7.4.4, and versions 7.2.2 through 7.2.7 may allow an authenticated remote attacker to execute unauthorized code via FGFM crafted requests.",Fortinet,FortiManager,"['7.6.0', '7.4.0', '7.2.1']"
CERTFR-2024-ALE-014,[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),alerte,2024-10-23,CVE-2024-47575,9.8,CRITICAL,Execute unauthorized code or commands,0.88,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-014/,"A missing authentication for critical function in FortiManager 7.6.0, FortiManager 7.4.0 through 7.4.4, FortiManager 7.2.0 through 7.2.7, FortiManager 7.0.0 through 7.0.12, FortiManager 6.4.0 through 6.4.14, FortiManager 6.2.0 through 6.2.12, Fortinet FortiManager Cloud 7.4.1 through 7.4.4, FortiManager Cloud 7.2.1 through 7.2.7, FortiManager Cloud 7.0.1 through 7.0.12, FortiManager Cloud 6.4.1 through 6.4.7 allows attacker to execute arbitrary code or commands via specially crafted requests.",Fortinet,FortiManager,"['7.6.0', '7.4.0', '7.2.0', '7.0.0', '6.4.0', '6.2.0']"
CERTFR-2024-ALE-015,[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks (15 novembre 2024),alerte,2024-11-15,CVE-2024-9474,Non disponible,Non disponible,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),0.943,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-015/,"A privilege escalation vulnerability in Palo Alto Networks PAN-OS software allows a PAN-OS administrator with access to the management web interface to perform actions on the firewall with root privileges.

Cloud NGFW and Prisma Access are not impacted by this vulnerability.",Palo Alto Networks,Prisma Access,[]
CERTFR-2024-ALE-015,[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks (15 novembre 2024),alerte,2024-11-15,CVE-2024-0012,Non disponible,Non disponible,CWE-306 Missing Authentication for Critical Function,0.943,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-015/,"An authentication bypass in Palo Alto Networks PAN-OS software enables an unauthenticated attacker with network access to the management web interface to gain PAN-OS administrator privileges to perform administrative actions, tamper with the configuration, or exploit other authenticated privilege escalation vulnerabilities like  CVE-2024-9474 https://security.paloaltonetworks.com/CVE-2024-9474 .

The risk of this issue is greatly reduced if you secure access to the management web interface by restricting access to only trusted internal IP addresses according to our recommended  best practice deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue is applicable only to PAN-OS 10.2, PAN-OS 11.0, PAN-OS 11.1, and PAN-OS 11.2 software.

Cloud NGFW and Prisma Access are not impacted by this vulnerability.",Palo Alto Networks,Prisma Access,[]
CERTFR-2025-ALE-001,[MàJ] Vulnérabilité dans les produits Ivanti (09 janvier 2025),alerte,2025-01-09,CVE-2025-0282,9,CRITICAL,CWE-121: Stack-based Buffer Overflow,0.932,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-001/,"A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.5, Ivanti Policy Secure before version 22.7R1.2, and Ivanti Neurons for ZTA gateways before version 22.7R2.3 allows a remote unauthenticated attacker to achieve remote code execution.",Ivanti,Neurons for ZTA gateways,['22.7R2']
CERTFR-2025-ALE-002,[MàJ] Vulnérabilité dans les produits Fortinet (14 janvier 2025),alerte,2025-01-14,CVE-2024-55591,9.6,CRITICAL,Execute unauthorized code or commands,0.942,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-002/,An Authentication Bypass Using an Alternate Path or Channel vulnerability [CWE-288] affecting FortiOS version 7.0.0 through 7.0.16 and FortiProxy version 7.0.0 through 7.0.19 and 7.2.0 through 7.2.12 allows a remote attacker to gain super-admin privileges via crafted requests to Node.js websocket module.,Fortinet,FortiProxy,"['7.2.0', '7.0.0']"
CERTFR-2025-ALE-003,[MàJ] Vulnérabilité dans les produits Ivanti (03 avril 2025),alerte,2025-04-03,CVE-2025-22457,9,CRITICAL,CWE-121 Stack-based Buffer Overflow,0.306,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-003/,"A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.6, Ivanti Policy Secure before version 22.7R1.4, and Ivanti ZTA Gateways before version 22.8R2.2 allows a remote unauthenticated attacker to achieve remote code execution.",Ivanti,Neurons for ZTA gateways,[]
CERTFR-2025-ALE-005,Vulnérabilité dans SAP NetWeaver (28 avril 2025),alerte,2025-04-28,CVE-2025-31324,10,CRITICAL,CWE-434: Unrestricted Upload of File with Dangerous Type,0.744,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-005/,"SAP NetWeaver Visual Composer Metadata Uploader is not protected with a proper authorization, allowing unauthenticated agent to upload potentially malicious executable binaries that could severely harm the host system. This could significantly affect the confidentiality, integrity, and availability of the targeted system.",SAP_SE,SAP NetWeaver (Visual Composer development server),['VCFRAMEWORK 7.50']
CERTFR-2025-ALE-006,Vulnérabilité dans les produits Fortinet (13 mai 2025),alerte,2025-05-13,CVE-2025-32756,9.6,CRITICAL,Execute unauthorized code or commands,0.094,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-006/,"A stack-based buffer overflow vulnerability [CWE-121] in Fortinet FortiVoice versions 7.2.0, 7.0.0 through 7.0.6, 6.4.0 through 6.4.10, FortiRecorder versions 7.2.0 through 7.2.3, 7.0.0 through 7.0.5, 6.4.0 through 6.4.5, FortiMail versions 7.6.0 through 7.6.2, 7.4.0 through 7.4.4, 7.2.0 through 7.2.7, 7.0.0 through 7.0.8, FortiNDR versions 7.6.0, 7.4.0 through 7.4.7, 7.2.0 through 7.2.4, 7.0.0 through 7.0.6, FortiCamera versions 2.1.0 through 2.1.3, 2.0 all versions, 1.1 all versions, allows a remote unauthenticated attacker to execute arbitrary code or commands via sending HTTP requests with specially crafted hash cookie.",Fortinet,FortiCamera,"['2.1.0', '2.0.0', '1.1.0']"
CERTFR-2025-ALE-007,Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile (EPMM) (14 mai 2025),alerte,2025-05-14,CVE-2025-4427,5.3,MEDIUM,CWE-288: Authentication Bypass Using an Alternate Path or Channel,0.802,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-007/,An authentication bypass in the API component of Ivanti Endpoint Manager Mobile 12.5.0.0 and prior allows attackers to access protected resources without proper credentials via the API.,Ivanti,Endpoint Manager Mobile,[]
CERTFR-2025-ALE-007,Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile (EPMM) (14 mai 2025),alerte,2025-05-14,CVE-2025-4428,7.2,HIGH,CWE-94: Improper Control of Generation of Code ('Code Injection'),0.155,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-007/,Remote Code Execution in API component in Ivanti Endpoint Manager Mobile 12.5.0.0 and prior on unspecified platforms allows authenticated attackers to execute arbitrary code via crafted API requests.,Ivanti,Endpoint Manager Mobile,[]
CERTFR-2025-ALE-008,[MàJ] Vulnérabilité dans Roundcube (05 juin 2025),alerte,2025-06-05,CVE-2025-49113,9.9,CRITICAL,CWE-502 Deserialization of Untrusted Data,0.731,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-008/,"Roundcube Webmail before 1.5.10 and 1.6.x before 1.6.11 allows remote code execution by authenticated users because the _from parameter in a URL is not validated in program/actions/settings/upload.php, leading to PHP Object Deserialization.",Roundcube,Webmail,"['0', '1.6.0']"
CERTFR-2025-AVI-0392,Multiples vulnérabilités dans Mattermost Server (13 mai 2025),avis,2025-05-13,CVE-2025-4128,3.1,LOW,CWE-863: Incorrect Authorization,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0392/,"Mattermost versions 10.5.x <= 10.5.4, 9.11.x <= 9.11.13 fail to properly restrict API access to team information, allowing guest users to bypass permissions and view information about public teams they are not members of via a direct API call to /api/v4/teams/{team_id}.",Mattermost,Mattermost,"['10.5.0', '9.11.0']"
CERTFR-2025-AVI-0392,Multiples vulnérabilités dans Mattermost Server (13 mai 2025),avis,2025-05-13,CVE-2025-4573,4.1,MEDIUM,CWE-90: Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0392/,"Mattermost versions 10.7.x <= 10.7.1, 10.6.x <= 10.6.3, 10.5.x <= 10.5.4, 9.11.x <= 9.11.13 fail to properly validate LDAP group ID attributes, allowing an authenticated administrator with PermissionSysconsoleWriteUserManagementGroups permission to execute LDAP search filter injection via the PUT /api/v4/ldap/groups/{remote_id}/link API when objectGUID is configured as the Group ID Attribute.",Mattermost,Mattermost,"['10.7.0', '10.6.0', '10.5.0', '9.11.0']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43003,6.4,MEDIUM,CWE-749: Exposed Dangerous Method or Function,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,SAP S/4 HANA allows an authenticated attacker with user privileges to configure a field not intended for their access and create a custom UI layout displaying this field. On performing this step the attacker could gain access to highly sensitive information. This could cause a high impact on confidentiality and minimal impact on integrity and availability of the application.,SAP_SE,SAP S/4HANA (Private Cloud & On-Premise),"['S4CRM 204', '205', '206', 'S4CEXT 107', '108', 'BBPCRM 702', '712', '713', '714']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43007,6.3,MEDIUM,CWE-862: Missing Authorization,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP Service Parts Management (SPM) does not perform necessary authorization checks for an authenticated user, allowing an attacker to escalate privileges. This has low impact on confidentiality, integrity and availability of the application.",SAP_SE,SAP Service Parts Management (SPM),"['SAP_APPL 617', '618', 'S4CORE 100', '101', '102', '103']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-23191,3.1,LOW,CWE-644: Improper Neutralization of HTTP Headers for Scripting Syntax,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,Cached values belonging to the SAP OData endpoint in SAP Fiori for SAP ERP could be poisoned by modifying the Host header value in an HTTP GET request. An attacker could alter the `atom:link` values in the returned metadata redirecting them from the SAP server to a malicious link set by the attacker. Successful exploitation could cause low impact on integrity of the application.,SAP_SE,SAP Fiori for SAP ERP,"['SAP_GWFND 740', '750', '751', '752', '753', '754', '755', '756', '757', '758']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-42999,9.1,CRITICAL,CWE-502: Deserialization of Untrusted Data,0.142,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP NetWeaver Visual Composer Metadata Uploader is vulnerable when a privileged user can upload untrusted or malicious content which, when deserialized, could potentially lead to a compromise of confidentiality, integrity, and availability of the host system.",SAP_SE,SAP NetWeaver (Visual Composer development server),['VCFRAMEWORK 7.50']
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43009,6.3,MEDIUM,CWE-862: Missing Authorization,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP Service Parts Management (SPM) does not perform necessary authorization checks for an authenticated user, allowing an attacker to escalate privileges. This has low impact on Confidentiality, integrity and availability of the application.",SAP_SE,SAP Service Parts Management (SPM),"['SAP_APPL 600', '602', '603', '604', '605', '606', '616', '617', '618', 'S4CORE 100', '101', '102']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43011,7.7,HIGH,CWE-862: Missing Authorization,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"Under certain conditions, SAP Landscape Transformation's PCL Basis module does not perform the necessary authorization checks, allowing authenticated users to access restricted functionalities or data. This can lead to a high impact on confidentiality with no impact on the integrity or availability of the application.",SAP_SE,SAP Landscape Transformation (PCL Basis),"['DMIS 2011_1_700', '2011_1_710', '2011_1_730', '2011_1_731', '2018_1_752', '2020', 'S4CORE 102', '103', '104', '105', '106', '107', '108']"
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,2025-05-13,CVE-2025-43006,6.1,MEDIUM,CWE-79: Improper Neutralization of Input During Web Page Generation,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396/,"SAP Supplier Relationship Management (Master Data Management Catalogue) allows an unauthenticated attacker to execute malicious scripts in the application, potentially leading to a Cross-Site Scripting (XSS) vulnerability. This has no impact on the availability of the application, but it can have some minor impact on its confidentiality and integrity.",SAP_SE,SAP Supplier Relationship Management (Master Data Management Catalog),['SRM_MDM_CAT 7.52']
