id,title,type,date,cve,cvss,base severity,cwe id,cwe,epss,lien,description,references,editeur,produit,versions
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0135,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0131,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0140,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0137,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0134,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0133,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0139,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0128,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0136,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0141,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0020,Multiples vulnérabilités dans Google Chrome,Avis,2023-01-11,CVE-2023-0138,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Google,Chrome,Google Chrome versions antérieures à 109.0.5414.74 (pour Windows et Linux); Google Chrome versions antérieures à 109.0.5414.87 (pour macOS)
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21735,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21743,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21738,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21741,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21742,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21736,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21744,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21737,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0021,Multiples vulnérabilités dans Microsoft Office,Avis,2023-01-11,CVE-2023-21734,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits; Microsoft SharePoint Foundation 2013 Service Pack 1; Microsoft Office LTSC 2021 pour éditions 32 bits; Microsoft Office 2019 pour éditions 32 bits; Microsoft Office 2019 pour Mac; Microsoft Office 2019 pour éditions 64 bits; Microsoft Office LTSC pour Mac 2021; Microsoft SharePoint Server Subscription Edition; Microsoft SharePoint Enterprise Server 2016; Microsoft SharePoint Server 2019; Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,Avis,2023-01-11,CVE-2023-21527,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Windows,Windows Server 2022; Windows Server 2012; Windows 10 pour systèmes x64; Windows 10 Version 1809 pour systèmes x64; Windows Server 2019 (Server Core installation); Windows Server 2019; Windows Server 2012 R2; Windows Malicious Software Removal Tool 32 bits; Windows Server 2022 (Server Core installation); Windows 10 Version 1607 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2; Windows 10 Version 1809 pour systèmes ARM64; Windows 10 Version 1809 pour systèmes 32 bits; Windows 11 version 21H2 pour systèmes x64; Windows 10 Version 20H2 pour systèmes x64; Windows Server 2016 (Server Core installation); Windows 10 Version 22H2 pour systèmes x64; Windows RT 8.1; Windows 7 pour systèmes x64 Service Pack 1; Windows 11 version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation); Windows 10 Version 20H2 pour systèmes 32 bits; Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation); Windows 10 Version 1607 pour systèmes x64; Windows Server 2012 (Server Core installation); Windows 10 Version 21H2 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes x64; Windows Server 2008 pour systèmes 32 bits Service Pack 2; Windows Malicious Software Removal Tool 64 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1; Windows 10 Version 22H2 pour systèmes 32 bits; Windows 11 Version 22H2 pour systèmes ARM64; Windows 8.1 pour systèmes x64; Windows Server 2016; Windows 10 Version 20H2 pour systèmes ARM64; Windows 8.1 pour systèmes 32 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation); Windows Server 2012 R2 (Server Core installation); Windows 10 pour systèmes 32 bits; Windows 7 pour systèmes 32 bits Service Pack 1; Windows 10 Version 22H2 pour systèmes ARM64; Windows 11 Version 22H2 pour systèmes x64
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,Avis,2023-01-11,CVE-2023-21525,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Windows,Windows Server 2022; Windows Server 2012; Windows 10 pour systèmes x64; Windows 10 Version 1809 pour systèmes x64; Windows Server 2019 (Server Core installation); Windows Server 2019; Windows Server 2012 R2; Windows Malicious Software Removal Tool 32 bits; Windows Server 2022 (Server Core installation); Windows 10 Version 1607 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2; Windows 10 Version 1809 pour systèmes ARM64; Windows 10 Version 1809 pour systèmes 32 bits; Windows 11 version 21H2 pour systèmes x64; Windows 10 Version 20H2 pour systèmes x64; Windows Server 2016 (Server Core installation); Windows 10 Version 22H2 pour systèmes x64; Windows RT 8.1; Windows 7 pour systèmes x64 Service Pack 1; Windows 11 version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation); Windows 10 Version 20H2 pour systèmes 32 bits; Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation); Windows 10 Version 1607 pour systèmes x64; Windows Server 2012 (Server Core installation); Windows 10 Version 21H2 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes x64; Windows Server 2008 pour systèmes 32 bits Service Pack 2; Windows Malicious Software Removal Tool 64 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1; Windows 10 Version 22H2 pour systèmes 32 bits; Windows 11 Version 22H2 pour systèmes ARM64; Windows 8.1 pour systèmes x64; Windows Server 2016; Windows 10 Version 20H2 pour systèmes ARM64; Windows 8.1 pour systèmes 32 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation); Windows Server 2012 R2 (Server Core installation); Windows 10 pour systèmes 32 bits; Windows 7 pour systèmes 32 bits Service Pack 1; Windows 10 Version 22H2 pour systèmes ARM64; Windows 11 Version 22H2 pour systèmes x64
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,Avis,2023-01-11,CVE-2023-21760,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Windows,Windows Server 2022; Windows Server 2012; Windows 10 pour systèmes x64; Windows 10 Version 1809 pour systèmes x64; Windows Server 2019 (Server Core installation); Windows Server 2019; Windows Server 2012 R2; Windows Malicious Software Removal Tool 32 bits; Windows Server 2022 (Server Core installation); Windows 10 Version 1607 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2; Windows 10 Version 1809 pour systèmes ARM64; Windows 10 Version 1809 pour systèmes 32 bits; Windows 11 version 21H2 pour systèmes x64; Windows 10 Version 20H2 pour systèmes x64; Windows Server 2016 (Server Core installation); Windows 10 Version 22H2 pour systèmes x64; Windows RT 8.1; Windows 7 pour systèmes x64 Service Pack 1; Windows 11 version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation); Windows 10 Version 20H2 pour systèmes 32 bits; Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation); Windows 10 Version 1607 pour systèmes x64; Windows Server 2012 (Server Core installation); Windows 10 Version 21H2 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes x64; Windows Server 2008 pour systèmes 32 bits Service Pack 2; Windows Malicious Software Removal Tool 64 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1; Windows 10 Version 22H2 pour systèmes 32 bits; Windows 11 Version 22H2 pour systèmes ARM64; Windows 8.1 pour systèmes x64; Windows Server 2016; Windows 10 Version 20H2 pour systèmes ARM64; Windows 8.1 pour systèmes 32 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation); Windows Server 2012 R2 (Server Core installation); Windows 10 pour systèmes 32 bits; Windows 7 pour systèmes 32 bits Service Pack 1; Windows 10 Version 22H2 pour systèmes ARM64; Windows 11 Version 22H2 pour systèmes x64
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,Avis,2023-01-11,CVE-2023-21556,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Windows,Windows Server 2022; Windows Server 2012; Windows 10 pour systèmes x64; Windows 10 Version 1809 pour systèmes x64; Windows Server 2019 (Server Core installation); Windows Server 2019; Windows Server 2012 R2; Windows Malicious Software Removal Tool 32 bits; Windows Server 2022 (Server Core installation); Windows 10 Version 1607 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2; Windows 10 Version 1809 pour systèmes ARM64; Windows 10 Version 1809 pour systèmes 32 bits; Windows 11 version 21H2 pour systèmes x64; Windows 10 Version 20H2 pour systèmes x64; Windows Server 2016 (Server Core installation); Windows 10 Version 22H2 pour systèmes x64; Windows RT 8.1; Windows 7 pour systèmes x64 Service Pack 1; Windows 11 version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation); Windows 10 Version 20H2 pour systèmes 32 bits; Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation); Windows 10 Version 1607 pour systèmes x64; Windows Server 2012 (Server Core installation); Windows 10 Version 21H2 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes x64; Windows Server 2008 pour systèmes 32 bits Service Pack 2; Windows Malicious Software Removal Tool 64 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1; Windows 10 Version 22H2 pour systèmes 32 bits; Windows 11 Version 22H2 pour systèmes ARM64; Windows 8.1 pour systèmes x64; Windows Server 2016; Windows 10 Version 20H2 pour systèmes ARM64; Windows 8.1 pour systèmes 32 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation); Windows Server 2012 R2 (Server Core installation); Windows 10 pour systèmes 32 bits; Windows 7 pour systèmes 32 bits Service Pack 1; Windows 10 Version 22H2 pour systèmes ARM64; Windows 11 Version 22H2 pour systèmes x64
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,Avis,2023-01-11,CVE-2023-21724,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Windows,Windows Server 2022; Windows Server 2012; Windows 10 pour systèmes x64; Windows 10 Version 1809 pour systèmes x64; Windows Server 2019 (Server Core installation); Windows Server 2019; Windows Server 2012 R2; Windows Malicious Software Removal Tool 32 bits; Windows Server 2022 (Server Core installation); Windows 10 Version 1607 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2; Windows 10 Version 1809 pour systèmes ARM64; Windows 10 Version 1809 pour systèmes 32 bits; Windows 11 version 21H2 pour systèmes x64; Windows 10 Version 20H2 pour systèmes x64; Windows Server 2016 (Server Core installation); Windows 10 Version 22H2 pour systèmes x64; Windows RT 8.1; Windows 7 pour systèmes x64 Service Pack 1; Windows 11 version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation); Windows 10 Version 20H2 pour systèmes 32 bits; Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation); Windows 10 Version 1607 pour systèmes x64; Windows Server 2012 (Server Core installation); Windows 10 Version 21H2 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes x64; Windows Server 2008 pour systèmes 32 bits Service Pack 2; Windows Malicious Software Removal Tool 64 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1; Windows 10 Version 22H2 pour systèmes 32 bits; Windows 11 Version 22H2 pour systèmes ARM64; Windows 8.1 pour systèmes x64; Windows Server 2016; Windows 10 Version 20H2 pour systèmes ARM64; Windows 8.1 pour systèmes 32 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation); Windows Server 2012 R2 (Server Core installation); Windows 10 pour systèmes 32 bits; Windows 7 pour systèmes 32 bits Service Pack 1; Windows 10 Version 22H2 pour systèmes ARM64; Windows 11 Version 22H2 pour systèmes x64
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,Avis,2023-01-11,CVE-2023-21766,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Windows,Windows Server 2022; Windows Server 2012; Windows 10 pour systèmes x64; Windows 10 Version 1809 pour systèmes x64; Windows Server 2019 (Server Core installation); Windows Server 2019; Windows Server 2012 R2; Windows Malicious Software Removal Tool 32 bits; Windows Server 2022 (Server Core installation); Windows 10 Version 1607 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2; Windows 10 Version 1809 pour systèmes ARM64; Windows 10 Version 1809 pour systèmes 32 bits; Windows 11 version 21H2 pour systèmes x64; Windows 10 Version 20H2 pour systèmes x64; Windows Server 2016 (Server Core installation); Windows 10 Version 22H2 pour systèmes x64; Windows RT 8.1; Windows 7 pour systèmes x64 Service Pack 1; Windows 11 version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation); Windows 10 Version 20H2 pour systèmes 32 bits; Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation); Windows 10 Version 1607 pour systèmes x64; Windows Server 2012 (Server Core installation); Windows 10 Version 21H2 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes x64; Windows Server 2008 pour systèmes 32 bits Service Pack 2; Windows Malicious Software Removal Tool 64 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1; Windows 10 Version 22H2 pour systèmes 32 bits; Windows 11 Version 22H2 pour systèmes ARM64; Windows 8.1 pour systèmes x64; Windows Server 2016; Windows 10 Version 20H2 pour systèmes ARM64; Windows 8.1 pour systèmes 32 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation); Windows Server 2012 R2 (Server Core installation); Windows 10 pour systèmes 32 bits; Windows 7 pour systèmes 32 bits Service Pack 1; Windows 10 Version 22H2 pour systèmes ARM64; Windows 11 Version 22H2 pour systèmes x64
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,Avis,2023-01-11,CVE-2023-21532,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Windows,Windows Server 2022; Windows Server 2012; Windows 10 pour systèmes x64; Windows 10 Version 1809 pour systèmes x64; Windows Server 2019 (Server Core installation); Windows Server 2019; Windows Server 2012 R2; Windows Malicious Software Removal Tool 32 bits; Windows Server 2022 (Server Core installation); Windows 10 Version 1607 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2; Windows 10 Version 1809 pour systèmes ARM64; Windows 10 Version 1809 pour systèmes 32 bits; Windows 11 version 21H2 pour systèmes x64; Windows 10 Version 20H2 pour systèmes x64; Windows Server 2016 (Server Core installation); Windows 10 Version 22H2 pour systèmes x64; Windows RT 8.1; Windows 7 pour systèmes x64 Service Pack 1; Windows 11 version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation); Windows 10 Version 20H2 pour systèmes 32 bits; Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation); Windows 10 Version 1607 pour systèmes x64; Windows Server 2012 (Server Core installation); Windows 10 Version 21H2 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes x64; Windows Server 2008 pour systèmes 32 bits Service Pack 2; Windows Malicious Software Removal Tool 64 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1; Windows 10 Version 22H2 pour systèmes 32 bits; Windows 11 Version 22H2 pour systèmes ARM64; Windows 8.1 pour systèmes x64; Windows Server 2016; Windows 10 Version 20H2 pour systèmes ARM64; Windows 8.1 pour systèmes 32 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation); Windows Server 2012 R2 (Server Core installation); Windows 10 pour systèmes 32 bits; Windows 7 pour systèmes 32 bits Service Pack 1; Windows 10 Version 22H2 pour systèmes ARM64; Windows 11 Version 22H2 pour systèmes x64
CERTFR-2023-AVI-0022,Multiples vulnérabilités dans Microsoft Windows,Avis,2023-01-11,CVE-2023-21563,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,,Microsoft,Windows,Windows Server 2022; Windows Server 2012; Windows 10 pour systèmes x64; Windows 10 Version 1809 pour systèmes x64; Windows Server 2019 (Server Core installation); Windows Server 2019; Windows Server 2012 R2; Windows Malicious Software Removal Tool 32 bits; Windows Server 2022 (Server Core installation); Windows 10 Version 1607 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2; Windows 10 Version 1809 pour systèmes ARM64; Windows 10 Version 1809 pour systèmes 32 bits; Windows 11 version 21H2 pour systèmes x64; Windows 10 Version 20H2 pour systèmes x64; Windows Server 2016 (Server Core installation); Windows 10 Version 22H2 pour systèmes x64; Windows RT 8.1; Windows 7 pour systèmes x64 Service Pack 1; Windows 11 version 21H2 pour systèmes ARM64; Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation); Windows 10 Version 20H2 pour systèmes 32 bits; Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation); Windows 10 Version 1607 pour systèmes x64; Windows Server 2012 (Server Core installation); Windows 10 Version 21H2 pour systèmes 32 bits; Windows 10 Version 21H2 pour systèmes x64; Windows Server 2008 pour systèmes 32 bits Service Pack 2; Windows Malicious Software Removal Tool 64 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1; Windows 10 Version 22H2 pour systèmes 32 bits; Windows 11 Version 22H2 pour systèmes ARM64; Windows 8.1 pour systèmes x64; Windows Server 2016; Windows 10 Version 20H2 pour systèmes ARM64; Windows 8.1 pour systèmes 32 bits; Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation); Windows Server 2012 R2 (Server Core installation); Windows 10 pour systèmes 32 bits; Windows 7 pour systèmes 32 bits Service Pack 1; Windows 10 Version 22H2 pour systèmes ARM64; Windows 11 Version 22H2 pour systèmes x64
